subject_num,iteration,c7_disp/cm,sa_disp/cm,time/s,accuracy/cm,parameter,cost
3,2,13.4857200232065,9.25906865417577,4.81,0.19,0.8,42.8651761713701
3,3,12.4882752035132,9.1087292909715,6.01,0.45,0.8,41.4844746481011
3,4,9.58301815535252,10.3919685137453,4.02,0.35,0.8,53.9965047953373
3,5,15.9682651527213,9.2882308926931,5.71,0.43,0.85,43.1356165579892
3,6,12.7508103170658,7.94276086978722,3.62,0.34,0.85,31.5437251173115
3,7,10.9612221098942,7.67370419151391,3.54,0.29,0.85,29.4428680094291
3,8,8.93204498365387,7.84056400732933,3.9,0.7,0.85,30.737221976514
3,9,9.41581824042996,6.60732565538613,4,0.43,0.9,21.8283761581619
3,10,8.14751323041482,8.72755466473179,3.62,0.35,0.9,38.0851052129408
3,11,6.88087102284627,7.37705976404019,5.73,0.25,0.9,27.2105053811104
3,12,7.67581579651629,6.8289691497852,4.65,0.27,0.9,23.317409824359
